date,time_minus_12hours,currency,event,impact,datetime,all_day,actual,forecast,currency_strength
 Jun 28,7:15pm,USD,Chicago PMI,Medium,2024-06-28 19:15:00,False,47.4,39.7,better
 Jun 28,7:30pm,USD,Revised UoM Consumer Sentiment,Medium,2024-06-28 19:30:00,False,68.2,65.9,better
 Jun 28,7:30pm,USD,Revised UoM Inflation Expectations,Low,2024-06-28 19:30:00,False,3.0%,,
 Jun 28,9:30pm,USD,FOMC Member Bowman Speaks,Low,2024-06-28 21:30:00,False,,,
 Jun 30,7:00am,CNY,Manufacturing PMI,High,2024-06-30 07:00:00,False,49.5,49.5,
 Jun 30,7:00am,CNY,Non-Manufacturing PMI,Medium,2024-06-30 07:00:00,False,50.5,51.1,worse
 Jun 30,All Day,EUR,French Parliamentary Elections,High,2024-06-30 00:00:00,True,,,
 Jul 1,5:20am,JPY,Tankan Manufacturing Index,Low,2024-07-01 05:20:00,False,13,11,better
 Jul 1,5:20am,JPY,Tankan Non-Manufacturing Index,Low,2024-07-01 05:20:00,False,33,33,
 Jul 1,6:00am,JPY,Final Manufacturing PMI,Low,2024-07-01 06:00:00,False,50.0,50.1,
 Jul 1,6:30am,AUD,MI Inflation Gauge m/m,Low,2024-07-01 06:30:00,False,0.3%,,
 Jul 1,7:00am,AUD,ANZ Job Advertisements m/m,Low,2024-07-01 07:00:00,False,-2.2%,,
 Jul 1,7:15am,CNY,Caixin Manufacturing PMI,Low,2024-07-01 07:15:00,False,51.8,51.5,
 Jul 1,10:30am,JPY,Consumer Confidence,Low,2024-07-01 10:30:00,False,36.4,36.4,
 Jul 1,11:55am,GBP,Nationwide HPI m/m,Low,2024-07-01 11:55:00,False,0.2%,0.0%,better
 Jul 1,All Day,EUR,German Prelim CPI m/m,High,2024-07-01 00:00:00,True,0.1%,0.2%,worse
 Jul 1,12:00pm,AUD,Commodity Prices y/y,Low,2024-07-01 12:00:00,False,-4.1%,,
 Jul 1,12:00pm,CHF,Retail Sales y/y,Low,2024-07-01 12:00:00,False,0.4%,2.5%,worse
 Jul 1,12:45pm,EUR,Spanish Manufacturing PMI,Low,2024-07-01 12:45:00,False,52.3,53.1,worse
 Jul 1,1:00pm,CHF,Manufacturing PMI,Low,2024-07-01 13:00:00,False,43.9,45.2,worse
 Jul 1,1:15pm,EUR,Italian Manufacturing PMI,Low,2024-07-01 13:15:00,False,45.7,44.3,better
 Jul 1,1:20pm,EUR,French Final Manufacturing PMI,Low,2024-07-01 13:20:00,False,45.4,45.3,
 Jul 1,1:25pm,EUR,German Final Manufacturing PMI,Low,2024-07-01 13:25:00,False,43.5,43.4,
 Jul 1,1:30pm,EUR,Final Manufacturing PMI,Low,2024-07-01 13:30:00,False,45.8,45.6,
 Jul 1,2:00pm,GBP,Final Manufacturing PMI,Low,2024-07-01 14:00:00,False,50.9,51.4,worse
 Jul 1,2:00pm,GBP,M4 Money Supply m/m,Low,2024-07-01 14:00:00,False,-0.1%,0.2%,worse
 Jul 1,2:00pm,GBP,Mortgage Approvals,Low,2024-07-01 14:00:00,False,60K,60K,
 Jul 1,2:00pm,GBP,Net Lending to Individuals m/m,Low,2024-07-01 14:00:00,False,2.7B,3.3B,worse
 Jul 1,All Day,CAD,Bank Holiday,None,2024-07-01 00:00:00,True,,,
 Jul 1,5:45pm,EUR,German Buba President Nagel Speaks,Low,2024-07-01 17:45:00,False,,,
 Jul 1,7:15pm,USD,Final Manufacturing PMI,Medium,2024-07-01 19:15:00,False,51.6,51.7,
 Jul 1,7:30pm,USD,ISM Manufacturing PMI,High,2024-07-01 19:30:00,False,48.5,49.2,worse
 Jul 1,7:30pm,USD,ISM Manufacturing Prices,Medium,2024-07-01 19:30:00,False,52.1,55.8,worse
 Jul 1,7:30pm,USD,Construction Spending m/m,Low,2024-07-01 19:30:00,False,-0.1%,0.3%,worse
 Jul 2,12:30am,EUR,ECB President Lagarde Speaks,Medium,2024-07-02 00:30:00,False,,,
 Jul 2,3:30am,NZD,NZIER Business Confidence,Low,2024-07-02 03:30:00,False,-44,,
 Jul 2,4:15am,NZD,Building Consents m/m,Low,2024-07-02 04:15:00,False,-1.7%,,
 Jul 2,4:31am,GBP,BRC Shop Price Index y/y,Low,2024-07-02 04:31:00,False,0.2%,,
 Jul 2,5:20am,JPY,Monetary Base y/y,Low,2024-07-02 05:20:00,False,0.6%,1.0%,
 Jul 2,7:00am,AUD,Monetary Policy Meeting Minutes,Medium,2024-07-02 07:00:00,False,,,
 Jul 2,9:05am,JPY,10-y Bond Auction,Low,2024-07-02 09:05:00,False,1.09|3.2,,
 Jul 2,12:30pm,EUR,Spanish Unemployment Change,Low,2024-07-02 12:30:00,False,-46.8K,-50.9K,worse
 Jul 2,1:30pm,EUR,Italian Monthly Unemployment Rate,Low,2024-07-02 13:30:00,False,6.8%,6.9%,better
 Jul 2,2:30pm,EUR,Core CPI Flash Estimate y/y,High,2024-07-02 14:30:00,False,2.9%,2.8%,better
 Jul 2,2:30pm,EUR,CPI Flash Estimate y/y,High,2024-07-02 14:30:00,False,2.5%,2.5%,
 Jul 2,2:30pm,EUR,Unemployment Rate,Low,2024-07-02 14:30:00,False,6.4%,6.4%,
 Jul 2,7:00pm,CAD,Manufacturing PMI,Low,2024-07-02 19:00:00,False,49.3,,
 Jul 2,7:00pm,EUR,ECB President Lagarde Speaks,Medium,2024-07-02 19:00:00,False,,,
 Jul 2,7:00pm,USD,Fed Chair Powell Speaks,High,2024-07-02 19:00:00,False,,,
 Jul 2,7:30pm,USD,JOLTS Job Openings,High,2024-07-02 19:30:00,False,8.14M,7.96M,better
 Jul 2,All Day,USD,Wards Total Vehicle Sales,Low,2024-07-02 00:00:00,True,15.3M,15.8M,worse
 Jul 2,8:10pm,USD,RCM/TIPP Economic Optimism,Low,2024-07-02 20:10:00,False,44.2,41.2,better
 Jul 2,8:18pm,NZD,GDT Price Index,Low,2024-07-02 20:18:00,False,-6.9%,,
 Jul 3,6:30am,NZD,ANZ Commodity Prices m/m,Low,2024-07-03 06:30:00,False,1.5%,,
 Jul 3,7:00am,AUD,Retail Sales m/m,Medium,2024-07-03 07:00:00,False,0.6%,0.3%,better
 Jul 3,7:00am,AUD,Building Approvals m/m,Low,2024-07-03 07:00:00,False,5.5%,1.5%,better
 Jul 3,7:15am,CNY,Caixin Services PMI,Low,2024-07-03 07:15:00,False,51.2,53.4,worse
 Jul 3,12:15pm,EUR,French Gov Budget Balance,Low,2024-07-03 12:15:00,False,-113.5B,,
 Jul 3,12:45pm,EUR,Spanish Services PMI,Low,2024-07-03 12:45:00,False,56.8,56.5,
 Jul 3,1:15pm,EUR,Italian Services PMI,Low,2024-07-03 13:15:00,False,53.7,53.9,
 Jul 3,1:20pm,EUR,French Final Services PMI,Low,2024-07-03 13:20:00,False,49.6,48.8,better
 Jul 3,1:25pm,EUR,German Final Services PMI,Low,2024-07-03 13:25:00,False,53.1,53.5,worse
 Jul 3,1:30pm,EUR,Final Services PMI,Low,2024-07-03 13:30:00,False,52.8,52.6,
 Jul 3,2:00pm,GBP,Final Services PMI,Low,2024-07-03 14:00:00,False,52.1,51.2,better
 Jul 3,2:30pm,EUR,PPI m/m,Low,2024-07-03 14:30:00,False,-0.2%,-0.1%,worse
 Jul 3,3:09pm,EUR,German 10-y Bond Auction,Low,2024-07-03 15:09:00,False,2.63|1.9,,
 Jul 3,4:00pm,USD,FOMC Member Williams Speaks,Low,2024-07-03 16:00:00,False,,,
 Jul 3,5:00pm,CHF,Gov Board Member Martin Speaks,Low,2024-07-03 17:00:00,False,,,
 Jul 3,5:00pm,USD,Challenger Job Cuts y/y,Low,2024-07-03 17:00:00,False,19.8%,,
 Jul 3,5:45pm,USD,ADP Non-Farm Employment Change,High,2024-07-03 17:45:00,False,150K,163K,worse
 Jul 3,6:00pm,CAD,Trade Balance,Low,2024-07-03 18:00:00,False,-1.9B,-1.3B,worse
 Jul 3,6:00pm,USD,Unemployment Claims,High,2024-07-03 18:00:00,False,238K,234K,
 Jul 3,6:00pm,USD,Trade Balance,Low,2024-07-03 18:00:00,False,-75.1B,-76.3B,better
 Jul 3,7:15pm,USD,Final Services PMI,Medium,2024-07-03 19:15:00,False,55.3,55.0,
 Jul 3,7:30pm,USD,ISM Services PMI,High,2024-07-03 19:30:00,False,48.8,52.6,worse
 Jul 3,7:30pm,USD,Factory Orders m/m,Low,2024-07-03 19:30:00,False,-0.5%,0.2%,worse
 Jul 3,7:45pm,EUR,ECB President Lagarde Speaks,Medium,2024-07-03 19:45:00,False,,,
 Jul 3,8:00pm,USD,Crude Oil Inventories,Low,2024-07-03 20:00:00,False,-12.2M,-0.4M,better
 Jul 3,9:30pm,USD,Natural Gas Storage,Low,2024-07-03 21:30:00,False,32B,31B,
 Jul 3,11:30pm,USD,FOMC Meeting Minutes,High,2024-07-03 23:30:00,False,,,
 Jul 4,7:00am,AUD,Goods Trade Balance,Low,2024-07-04 07:00:00,False,5.77B,6.20B,worse
 Jul 4,9:05am,JPY,30-y Bond Auction,Low,2024-07-04 09:05:00,False,2.19|3.0,,
 Jul 4,11:15am,CHF,Unemployment Rate,Low,2024-07-04 11:15:00,False,2.4%,2.4%,
 Jul 4,11:30am,EUR,German Factory Orders m/m,Low,2024-07-04 11:30:00,False,-1.6%,0.5%,worse
 Jul 4,12:00pm,CHF,CPI m/m,High,2024-07-04 12:00:00,False,0.0%,0.1%,worse
 Jul 4,All Day,GBP,Parliamentary Elections,High,2024-07-04 00:00:00,True,,,
 Jul 4,2:00pm,GBP,Construction PMI,Medium,2024-07-04 14:00:00,False,52.2,54.0,worse
 Jul 4,2:11pm,EUR,Spanish 10-y Bond Auction,Low,2024-07-04 14:11:00,False,3.42|2.2,,
 Jul 4,2:31pm,EUR,French 10-y Bond Auction,Low,2024-07-04 14:31:00,False,3.23|2.4,,
 Jul 4,5:00pm,EUR,ECB Monetary Policy Meeting Accounts,Low,2024-07-04 17:00:00,False,,,
 Jul 4,All Day,USD,Bank Holiday,None,2024-07-04 00:00:00,True,,,
 Jul 5,5:00am,JPY,Household Spending y/y,Low,2024-07-05 05:00:00,False,-1.8%,0.2%,worse
 Jul 5,10:30am,JPY,Leading Indicators,Low,2024-07-05 10:30:00,False,111.1%,111.1%,
 Jul 5,11:30am,EUR,German Industrial Production m/m,Low,2024-07-05 11:30:00,False,-2.5%,0.2%,worse
 Jul 5,11:30am,GBP,Halifax HPI m/m,Low,2024-07-05 11:30:00,False,-0.2%,0.2%,worse
 Jul 5,12:15pm,EUR,French Industrial Production m/m,Low,2024-07-05 12:15:00,False,-2.1%,-0.6%,worse
 Jul 5,12:15pm,EUR,French Trade Balance,Low,2024-07-05 12:15:00,False,-8.0B,-7.2B,worse
 Jul 5,12:30pm,CHF,Foreign Currency Reserves,Low,2024-07-05 12:30:00,False,711B,,
 Jul 5,12:30pm,CHF,SECO Consumer Climate,Low,2024-07-05 12:30:00,False,-37,-35,worse
 Jul 5,12:30pm,EUR,German Buba President Nagel Speaks,Low,2024-07-05 12:30:00,False,,,
 Jul 5,1:30pm,EUR,Italian Retail Sales m/m,Low,2024-07-05 13:30:00,False,0.4%,0.2%,better
 Jul 5,2:00pm,GBP,Housing Equity Withdrawal q/q,Low,2024-07-05 14:00:00,False,-23.9B,-20.3B,worse
 Jul 5,2:30pm,EUR,Retail Sales m/m,Low,2024-07-05 14:30:00,False,0.1%,0.2%,worse
 Jul 5,3:10pm,USD,FOMC Member Williams Speaks,Low,2024-07-05 15:10:00,False,,,
 Jul 5,6:00pm,CAD,Employment Change,High,2024-07-05 18:00:00,False,-1.4K,27.3K,worse
 Jul 5,6:00pm,CAD,Unemployment Rate,High,2024-07-05 18:00:00,False,6.4%,6.3%,worse
 Jul 5,6:00pm,USD,Average Hourly Earnings m/m,High,2024-07-05 18:00:00,False,0.3%,0.3%,
 Jul 5,6:00pm,USD,Non-Farm Employment Change,High,2024-07-05 18:00:00,False,206K,191K,better
 Jul 5,6:00pm,USD,Unemployment Rate,High,2024-07-05 18:00:00,False,4.1%,4.0%,worse
 Jul 5,7:30pm,CAD,Ivey PMI,Medium,2024-07-05 19:30:00,False,62.5,53.0,better
 Jul 5,8:30pm,USD,Fed Monetary Policy Report,Low,2024-07-05 20:30:00,False,,,
 Jul 5,10:45pm,EUR,ECB President Lagarde Speaks,Medium,2024-07-05 22:45:00,False,,,
 Jul 7,All Day,EUR,French Parliamentary Elections,High,2024-07-07 00:00:00,True,,,
 Jul 8,5:00am,JPY,Average Cash Earnings y/y,Low,2024-07-08 05:00:00,False,1.9%,2.1%,worse
 Jul 8,5:20am,JPY,Bank Lending y/y,Low,2024-07-08 05:20:00,False,3.2%,3.1%,better
 Jul 8,5:20am,JPY,Current Account,Low,2024-07-08 05:20:00,False,2.41T,2.07T,better
 Jul 8,10:30am,JPY,Economy Watchers Sentiment,Low,2024-07-08 10:30:00,False,47.0,46.1,better
 Jul 8,11:30am,EUR,German Trade Balance,Low,2024-07-08 11:30:00,False,24.9B,19.9B,better
 Jul 8,2:00pm,EUR,Sentix Investor Confidence,Low,2024-07-08 14:00:00,False,-7.3,-0.6,worse
 Jul 8,4:30pm,GBP,MPC Member Haskel Speaks,Low,2024-07-08 16:30:00,False,,,
 Jul 9,12:30am,USD,Consumer Credit m/m,Low,2024-07-09 00:30:00,False,11.4B,9.7B,better
 Jul 9,4:31am,GBP,BRC Retail Sales Monitor y/y,Low,2024-07-09 04:31:00,False,-0.5%,0.9%,worse
 Jul 9,5:20am,JPY,M2 Money Stock y/y,Low,2024-07-09 05:20:00,False,1.5%,2.0%,worse
 Jul 9,6:00am,AUD,Westpac Consumer Sentiment,Low,2024-07-09 06:00:00,False,-1.1%,,
 Jul 9,7:00am,AUD,NAB Business Confidence,Low,2024-07-09 07:00:00,False,4,,
 Jul 9,11:28am,JPY,Prelim Machine Tool Orders y/y,Low,2024-07-09 11:28:00,False,9.7%,,
 Jul 9,3:30pm,USD,NFIB Small Business Index,Low,2024-07-09 15:30:00,False,91.5,90.3,better
 Jul 9,6:45pm,USD,FOMC Member Barr Speaks,Low,2024-07-09 18:45:00,False,,,
 Jul 9,7:30pm,USD,Fed Chair Powell Testifies,High,2024-07-09 19:30:00,False,,,
 Jul 9,7:30pm,USD,Treasury Sec Yellen Speaks,Medium,2024-07-09 19:30:00,False,,,
 Jul 9,11:00pm,USD,FOMC Member Bowman Speaks,Low,2024-07-09 23:00:00,False,,,
 Jul 10,4:15am,NZD,Visitor Arrivals m/m,Low,2024-07-10 04:15:00,False,4.0%,,
 Jul 10,5:20am,JPY,PPI y/y,Low,2024-07-10 05:20:00,False,2.9%,2.9%,
 Jul 10,7:00am,CNY,CPI y/y,Medium,2024-07-10 07:00:00,False,0.2%,0.4%,worse
 Jul 10,7:00am,CNY,PPI y/y,Medium,2024-07-10 07:00:00,False,-0.8%,-0.8%,
 Jul 10,7:30am,NZD,Official Cash Rate,High,2024-07-10 07:30:00,False,5.50%,5.50%,
 Jul 10,7:30am,NZD,RBNZ Rate Statement,High,2024-07-10 07:30:00,False,,,
 Jul 10,1:30pm,EUR,German Buba President Nagel Speaks,Low,2024-07-10 13:30:00,False,,,
 Jul 10,1:30pm,EUR,Italian Industrial Production m/m,Low,2024-07-10 13:30:00,False,0.5%,0.0%,better
 Jul 10,7:00pm,GBP,MPC Member Pill Speaks,Low,2024-07-10 19:00:00,False,,,
 Jul 10,7:30pm,EUR,German Buba President Nagel Speaks,Low,2024-07-10 19:30:00,False,,,
 Jul 10,7:30pm,USD,Fed Chair Powell Testifies,High,2024-07-10 19:30:00,False,,,
 Jul 10,7:30pm,USD,Final Wholesale Inventories m/m,Low,2024-07-10 19:30:00,False,0.6%,0.6%,
 Jul 10,8:00pm,USD,Crude Oil Inventories,Low,2024-07-10 20:00:00,False,-3.4M,0.7M,better
 Jul 10,9:00pm,GBP,MPC Member Mann Speaks,Low,2024-07-10 21:00:00,False,,,
 Jul 10,10:31pm,USD,10-y Bond Auction,Medium,2024-07-10 22:31:00,False,4.28|2.6,,
 Jul 11,12:00am,USD,FOMC Member Bowman Speaks,Low,2024-07-11 00:00:00,False,,,
 Jul 11,12:00am,USD,FOMC Member Goolsbee Speaks,Low,2024-07-11 00:00:00,False,,,
 Jul 11,4:15am,NZD,FPI m/m,Low,2024-07-11 04:15:00,False,1.0%,,
 Jul 11,4:31am,GBP,RICS House Price Balance,Low,2024-07-11 04:31:00,False,-17%,-14%,worse
 Jul 11,5:00am,USD,FOMC Member Cook Speaks,Low,2024-07-11 05:00:00,False,,,
 Jul 11,5:20am,JPY,Core Machinery Orders m/m,Low,2024-07-11 05:20:00,False,-3.2%,0.9%,worse
 Jul 11,6:30am,AUD,MI Inflation Expectations,Low,2024-07-11 06:30:00,False,4.3%,,
 Jul 11,11:30am,EUR,German Final CPI m/m,Low,2024-07-11 11:30:00,False,0.1%,0.1%,
 Jul 11,11:30am,GBP,GDP m/m,High,2024-07-11 11:30:00,False,0.4%,0.2%,better
 Jul 11,11:30am,GBP,Construction Output m/m,Low,2024-07-11 11:30:00,False,1.9%,0.5%,better
 Jul 11,11:30am,GBP,Goods Trade Balance,Low,2024-07-11 11:30:00,False,-17.9B,-15.6B,worse
 Jul 11,11:30am,GBP,Index of Services 3m/3m,Low,2024-07-11 11:30:00,False,1.1%,1.0%,better
 Jul 11,11:30am,GBP,Industrial Production m/m,Low,2024-07-11 11:30:00,False,0.2%,0.3%,worse
 Jul 11,11:30am,GBP,Manufacturing Production m/m,Low,2024-07-11 11:30:00,False,0.4%,0.4%,
 Jul 11,2:00pm,GBP,BOE Credit Conditions Survey,Low,2024-07-11 14:00:00,False,,,
 Jul 11,4:20pm,GBP,NIESR GDP Estimate,Low,2024-07-11 16:20:00,False,0.6%,,
 Jul 11,6:00pm,USD,Core CPI m/m,High,2024-07-11 18:00:00,False,0.1%,0.2%,worse
 Jul 11,6:00pm,USD,CPI m/m,High,2024-07-11 18:00:00,False,-0.1%,0.1%,worse
 Jul 11,6:00pm,USD,CPI y/y,High,2024-07-11 18:00:00,False,3.0%,3.1%,worse
 Jul 11,6:00pm,USD,Unemployment Claims,High,2024-07-11 18:00:00,False,222K,236K,better
 Jul 11,7:00pm,GBP,CB Leading Index m/m,Low,2024-07-11 19:00:00,False,-0.3%,,
 Jul 11,8:00pm,USD,Natural Gas Storage,Low,2024-07-11 20:00:00,False,65B,56B,worse
 Jul 11,9:00pm,USD,FOMC Member Bostic Speaks,Low,2024-07-11 21:00:00,False,,,
 Jul 11,10:30pm,USD,FOMC Member Musalem Speaks,Low,2024-07-11 22:30:00,False,,,
 Jul 11,10:31pm,USD,30-y Bond Auction,Medium,2024-07-11 22:31:00,False,4.41|2.3,,
 Jul 11,11:30pm,USD,Federal Budget Balance,Low,2024-07-11 23:30:00,False,-66.0B,-71.2B,better
 Jul 12,4:00am,NZD,BusinessNZ Manufacturing Index,Low,2024-07-12 04:00:00,False,41.1,,
 Jul 12,4:00am,USD,President Biden Speaks,Low,2024-07-12 04:00:00,False,,,
 Jul 12,8:38am,CNY,USD-Denominated Trade Balance,Low,2024-07-12 08:38:00,False,99.1B,85.1B,better
 Jul 12,8:39am,CNY,Trade Balance,Low,2024-07-12 08:39:00,False,704B,590B,better
 Jul 12,10:00am,JPY,Revised Industrial Production m/m,Low,2024-07-12 10:00:00,False,3.6%,2.8%,better
 Jul 12,11:30am,EUR,German WPI m/m,Low,2024-07-12 11:30:00,False,-0.3%,0.2%,worse
 Jul 12,12:15pm,EUR,French Final CPI m/m,Low,2024-07-12 12:15:00,False,0.1%,0.1%,
 Jul 12,2:32pm,CNY,M2 Money Supply y/y,Low,2024-07-12 14:32:00,False,6.2%,6.8%,worse
 Jul 12,2:33pm,CNY,New Loans,Medium,2024-07-12 14:33:00,False,2130B,1050B,better
 Jul 12,2:38pm,CNY,Foreign Direct Investment ytd/y,Low,2024-07-12 14:38:00,False,-29.1%,,
 Jul 12,6:00pm,CAD,Building Permits m/m,Low,2024-07-12 18:00:00,False,-12.2%,-5.0%,worse
 Jul 12,6:00pm,USD,Core PPI m/m,High,2024-07-12 18:00:00,False,0.4%,0.2%,better
 Jul 12,6:00pm,USD,PPI m/m,High,2024-07-12 18:00:00,False,0.2%,0.1%,better
 Jul 12,7:30pm,USD,Prelim UoM Consumer Sentiment,High,2024-07-12 19:30:00,False,66.0,68.5,worse
 Jul 12,7:30pm,USD,Prelim UoM Inflation Expectations,Medium,2024-07-12 19:30:00,False,2.9%,,
 Jul 15,4:00am,NZD,BusinessNZ Services Index,Low,2024-07-15 04:00:00,False,40.2,,
 Jul 15,All Day,JPY,Bank Holiday,None,2024-07-15 00:00:00,True,,,
 Jul 15,4:31am,GBP,Rightmove HPI m/m,Low,2024-07-15 04:31:00,False,-0.4%,,
 Jul 15,7:00am,CNY,New Home Prices m/m,Low,2024-07-15 07:00:00,False,-0.67%,,
 Jul 15,7:30am,CNY,GDP q/y,Medium,2024-07-15 07:30:00,False,4.7%,5.1%,worse
 Jul 15,7:30am,CNY,Industrial Production y/y,Medium,2024-07-15 07:30:00,False,5.3%,4.9%,better
 Jul 15,7:30am,CNY,NBS Press Conference,Low,2024-07-15 07:30:00,False,,,
 Jul 15,7:32am,CNY,Fixed Asset Investment ytd/y,Low,2024-07-15 07:32:00,False,3.9%,3.9%,
 Jul 15,7:32am,CNY,Retail Sales y/y,Low,2024-07-15 07:32:00,False,2.0%,3.3%,worse
 Jul 15,7:32am,CNY,Unemployment Rate,Low,2024-07-15 07:32:00,False,5.0%,5.0%,
 Jul 15,12:00pm,CHF,PPI m/m,Low,2024-07-15 12:00:00,False,0.0%,0.1%,worse
 Jul 15,2:30pm,EUR,Industrial Production m/m,Low,2024-07-15 14:30:00,False,-0.6%,-0.9%,better
 Jul 15,All Day,EUR,Eurogroup Meetings,Low,2024-07-15 00:00:00,True,,,
 Jul 15,6:00pm,CAD,Manufacturing Sales m/m,Low,2024-07-15 18:00:00,False,0.4%,0.3%,
 Jul 15,6:00pm,CAD,Wholesale Sales m/m,Low,2024-07-15 18:00:00,False,-0.8%,2.0%,worse
 Jul 15,6:00pm,USD,Empire State Manufacturing Index,High,2024-07-15 18:00:00,False,-6.6,-5.5,worse
 Jul 15,8:00pm,CAD,BOC Business Outlook Survey,Low,2024-07-15 20:00:00,False,,,
 Jul 15,10:00pm,USD,Fed Chair Powell Speaks,High,2024-07-15 22:00:00,False,,,
 Jul 16,2:05am,USD,FOMC Member Daly Speaks,Low,2024-07-16 02:05:00,False,,,
 Jul 16,10:00am,JPY,Tertiary Industry Activity m/m,Low,2024-07-16 10:00:00,False,-0.4%,0.1%,worse
 Jul 16,2:30pm,EUR,Italian Trade Balance,Low,2024-07-16 14:30:00,False,6.43B,3.55B,better
 Jul 16,2:30pm,EUR,Trade Balance,Low,2024-07-16 14:30:00,False,12.3B,18.0B,worse
 Jul 16,2:30pm,EUR,ZEW Economic Sentiment,Low,2024-07-16 14:30:00,False,43.7,48.1,worse
 Jul 16,2:30pm,EUR,German ZEW Economic Sentiment,Low,2024-07-16 14:30:00,False,41.8,41.2,better
 Jul 16,All Day,EUR,ECOFIN Meetings,Low,2024-07-16 00:00:00,True,,,
 Jul 16,5:45pm,CAD,Housing Starts,Low,2024-07-16 17:45:00,False,242K,255K,worse
 Jul 16,6:00pm,CAD,CPI m/m,High,2024-07-16 18:00:00,False,-0.1%,0.1%,worse
 Jul 16,6:00pm,CAD,Median CPI y/y,High,2024-07-16 18:00:00,False,2.6%,2.7%,worse
 Jul 16,6:00pm,CAD,Trimmed CPI y/y,High,2024-07-16 18:00:00,False,2.9%,2.8%,better
 Jul 16,6:00pm,CAD,Common CPI y/y,Medium,2024-07-16 18:00:00,False,2.3%,2.4%,worse
 Jul 16,6:00pm,USD,Core Retail Sales m/m,High,2024-07-16 18:00:00,False,0.4%,0.1%,better
 Jul 16,6:00pm,USD,Retail Sales m/m,High,2024-07-16 18:00:00,False,0.0%,-0.3%,better
 Jul 16,6:00pm,USD,Import Prices m/m,Low,2024-07-16 18:00:00,False,0.0%,0.2%,worse
 Jul 16,6:02pm,CAD,Core CPI m/m,Low,2024-07-16 18:02:00,False,-0.1%,,
 Jul 16,7:30pm,USD,Business Inventories m/m,Low,2024-07-16 19:30:00,False,0.5%,0.4%,worse
 Jul 16,7:30pm,USD,NAHB Housing Market Index,Low,2024-07-16 19:30:00,False,42,43,worse
 Jul 16,8:27pm,NZD,GDT Price Index,Low,2024-07-16 20:27:00,False,0.4%,,
 Jul 17,12:15am,USD,FOMC Member Kugler Speaks,Low,2024-07-17 00:15:00,False,,,
 Jul 17,4:15am,NZD,CPI q/q,High,2024-07-17 04:15:00,False,0.4%,0.5%,worse
 Jul 17,6:00am,AUD,MI Leading Index m/m,Low,2024-07-17 06:00:00,False,0.0%,,
 Jul 17,11:30am,GBP,CPI y/y,High,2024-07-17 11:30:00,False,2.0%,1.9%,better
 Jul 17,11:30am,GBP,Core CPI y/y,Low,2024-07-17 11:30:00,False,3.5%,3.4%,better
 Jul 17,11:30am,GBP,PPI Input m/m,Low,2024-07-17 11:30:00,False,-0.8%,0.1%,worse
 Jul 17,11:30am,GBP,PPI Output m/m,Low,2024-07-17 11:30:00,False,-0.3%,0.1%,worse
 Jul 17,11:30am,GBP,RPI y/y,Low,2024-07-17 11:30:00,False,2.9%,2.9%,
 Jul 17,2:00pm,GBP,HPI y/y,Low,2024-07-17 14:00:00,False,2.2%,1.5%,better
 Jul 17,2:30pm,EUR,Final Core CPI y/y,Low,2024-07-17 14:30:00,False,2.9%,2.9%,
 Jul 17,2:30pm,EUR,Final CPI y/y,Low,2024-07-17 14:30:00,False,2.5%,2.5%,
 Jul 17,3:06pm,EUR,German 30-y Bond Auction,Low,2024-07-17 15:06:00,False,2.59|2.6,,
 Jul 17,6:00pm,CAD,Foreign Securities Purchases,Low,2024-07-17 18:00:00,False,20.89B,21.05B,
 Jul 17,6:00pm,USD,Building Permits,Medium,2024-07-17 18:00:00,False,1.45M,1.40M,better
 Jul 17,6:00pm,USD,Housing Starts,Low,2024-07-17 18:00:00,False,1.35M,1.30M,better
 Jul 17,6:30pm,USD,FOMC Member Barkin Speaks,Low,2024-07-17 18:30:00,False,,,
 Jul 17,6:45pm,USD,Industrial Production m/m,Medium,2024-07-17 18:45:00,False,0.6%,0.3%,better
 Jul 17,6:45pm,USD,Capacity Utilization Rate,Low,2024-07-17 18:45:00,False,78.8%,78.5%,better
 Jul 17,7:05pm,USD,FOMC Member Waller Speaks,Medium,2024-07-17 19:05:00,False,,,
 Jul 17,8:00pm,USD,Crude Oil Inventories,Low,2024-07-17 20:00:00,False,-4.9M,-0.9M,better
 Jul 17,11:30pm,USD,Beige Book,Low,2024-07-17 23:30:00,False,,,
 Jul 18,5:20am,JPY,Trade Balance,Low,2024-07-18 05:20:00,False,-0.82T,-0.82T,
 Jul 18,7:00am,AUD,Employment Change,High,2024-07-18 07:00:00,False,50.2K,19.9K,better
 Jul 18,7:00am,AUD,Unemployment Rate,High,2024-07-18 07:00:00,False,4.1%,4.1%,
 Jul 18,7:00am,AUD,NAB Quarterly Business Confidence,Low,2024-07-18 07:00:00,False,-1,,
 Jul 18,7:00am,AUD,RBA Bulletin,Low,2024-07-18 07:00:00,False,,,
 Jul 18,11:30am,CHF,Trade Balance,Low,2024-07-18 11:30:00,False,6.18B,5.05B,better
 Jul 18,11:30am,GBP,Claimant Count Change,High,2024-07-18 11:30:00,False,32.3K,23.4K,worse
 Jul 18,11:30am,GBP,Average Earnings Index 3m/y,Medium,2024-07-18 11:30:00,False,5.7%,5.7%,
 Jul 18,11:30am,GBP,Unemployment Rate,Low,2024-07-18 11:30:00,False,4.4%,4.4%,
 Jul 18,2:12pm,EUR,Spanish 10-y Bond Auction,Low,2024-07-18 14:12:00,False,3.19|1.4,,
